RecordingTime [ms],Time of Day [h:m:s:ms],Category Binocular,Index Binocular,Point of Regard Binocular X [px],Point of Regard Binocular Y [px],AOI Name Binocular
59594.2,01:36:43:267,-,-,0.0,0.0,White Space
59610.5,01:36:43:283,-,-,0.0,0.0,White Space
59626.8,01:36:43:300,-,-,0.0,0.0,White Space
59643.6,01:36:43:317,-,-,0.0,0.0,White Space
59660,01:36:43:333,-,-,0.0,0.0,-
59676.6,01:36:43:350,-,-,0.0,0.0,-
59693.6,01:36:43:367,-,-,0.0,0.0,-
59709.8,01:36:43:383,-,-,0.0,0.0,White Space
59726.7,01:36:43:400,-,-,0.0,0.0,White Space
59743,01:36:43:416,-,-,0.0,0.0,White Space
59759.8,01:36:43:433,-,-,0.0,0.0,White Space
59776.6,01:36:43:450,-,-,0.0,0.0,White Space
59792.8,01:36:43:466,-,-,0.0,0.0,White Space
59809.6,01:36:43:483,-,-,0.0,0.0,White Space
59825.8,01:36:43:499,-,-,0.0,0.0,White Space
59842.7,01:36:43:516,-,-,0.0,0.0,White Space
59859.3,01:36:43:532,-,-,0.0,0.0,White Space
59875.6,01:36:43:549,-,-,0.0,0.0,White Space
59892.2,01:36:43:565,-,-,0.0,0.0,White Space
59908.8,01:36:43:582,-,-,0.0,0.0,White Space
59925.6,01:36:43:599,-,-,0.0,0.0,-
59942.3,01:36:43:615,-,-,0.0,0.0,-
59958.6,01:36:43:632,-,-,0.0,0.0,White Space
59975.7,01:36:43:649,-,-,0.0,0.0,White Space
59992,01:36:43:665,-,-,0.0,0.0,White Space
60008.8,01:36:43:682,-,-,0.0,0.0,White Space
60025.7,01:36:43:699,-,-,0.0,0.0,White Space
60041.5,01:36:43:715,-,-,0.0,0.0,White Space
60059,01:36:43:732,-,-,0.0,0.0,White Space
60074.9,01:36:43:748,-,-,0.0,0.0,White Space
60091.9,01:36:43:765,-,-,0.0,0.0,White Space
60108.3,01:36:43:781,-,-,0.0,0.0,White Space
60124.5,01:36:43:798,-,-,0.0,0.0,White Space
60141.3,01:36:43:814,-,-,0.0,0.0,White Space
60157.8,01:36:43:831,-,-,0.0,0.0,White Space
60174.5,01:36:43:847,-,-,0.0,0.0,White Space
60191.6,01:36:43:865,-,-,0.0,0.0,White Space
60207.5,01:36:43:881,-,-,0.0,0.0,White Space
60224.3,01:36:43:897,-,-,0.0,0.0,White Space
60240.7,01:36:43:914,-,-,0.0,0.0,-
60257.9,01:36:43:931,-,-,0.0,0.0,-
60274.3,01:36:43:947,-,-,0.0,0.0,White Space
60290.5,01:36:43:964,-,-,0.0,0.0,White Space
60307.4,01:36:43:980,-,-,0.0,0.0,White Space
60323.7,01:36:43:997,-,-,0.0,0.0,White Space
60340.9,01:36:44:014,-,-,0.0,0.0,White Space
60357.1,01:36:44:030,-,-,0.0,0.0,White Space
60373.5,01:36:44:046,-,-,0.0,0.0,White Space
60390.5,01:36:44:063,-,-,0.0,0.0,White Space
60406.7,01:36:44:080,-,-,0.0,0.0,White Space
60423.4,01:36:44:096,-,-,0.0,0.0,White Space
60440.2,01:36:44:113,-,-,0.0,0.0,White Space
60456.4,01:36:44:129,-,-,0.0,0.0,White Space
60473.2,01:36:44:146,-,-,0.0,0.0,-
60489.7,01:36:44:163,-,-,0.0,0.0,-
60506.9,01:36:44:180,-,-,0.0,0.0,-
60523,01:36:44:196,-,-,0.0,0.0,White Space
60539.5,01:36:44:213,-,-,0.0,0.0,White Space
60556.3,01:36:44:229,-,-,0.0,0.0,White Space
60572.8,01:36:44:246,-,-,0.0,0.0,White Space
60589.7,01:36:44:263,-,-,0.0,0.0,White Space
60606.4,01:36:44:279,-,-,0.0,0.0,White Space
60622.4,01:36:44:295,-,-,0.0,0.0,White Space
60639.7,01:36:44:313,-,-,0.0,0.0,White Space
60655.6,01:36:44:329,-,-,0.0,0.0,White Space
60672.2,01:36:44:345,-,-,0.0,0.0,White Space
60689.4,01:36:44:362,-,-,0.0,0.0,White Space
60705.4,01:36:44:378,-,-,0.0,0.0,White Space
60722.6,01:36:44:396,-,-,0.0,0.0,White Space
60738.6,01:36:44:412,-,-,0.0,0.0,White Space
60755.8,01:36:44:429,-,-,0.0,0.0,White Space
60772.5,01:36:44:445,-,-,0.0,0.0,White Space
60788.3,01:36:44:461,-,-,0.0,0.0,-
60805.5,01:36:44:479,-,-,0.0,0.0,-
60821.5,01:36:44:495,-,-,0.0,0.0,-
60838.8,01:36:44:512,-,-,0.0,0.0,-
60855.4,01:36:44:528,-,-,0.0,0.0,White Space
60871.3,01:36:44:544,-,-,0.0,0.0,White Space
60888.1,01:36:44:561,-,-,0.0,0.0,White Space
60904.5,01:36:44:578,-,-,0.0,0.0,White Space
60921.6,01:36:44:595,-,-,0.0,0.0,White Space
60938.5,01:36:44:611,-,-,0.0,0.0,White Space
60954.2,01:36:44:627,-,-,0.0,0.0,White Space
60971,01:36:44:644,-,-,0.0,0.0,White Space
60987.5,01:36:44:661,-,-,0.0,0.0,White Space
61004.4,01:36:44:677,-,-,0.0,0.0,White Space
61021.1,01:36:44:694,-,-,0.0,0.0,White Space
61037.3,01:36:44:710,-,-,0.0,0.0,White Space
61054.4,01:36:44:727,-,-,0.0,0.0,White Space
61070.5,01:36:44:743,-,-,0.0,0.0,White Space
61087.6,01:36:44:761,-,-,0.0,0.0,White Space
61104.1,01:36:44:777,-,-,0.0,0.0,-
61120.3,01:36:44:793,-,-,0.0,0.0,-
61137.3,01:36:44:810,-,-,0.0,0.0,White Space
61153.3,01:36:44:826,-,-,0.0,0.0,White Space
61170.5,01:36:44:844,-,-,0.0,0.0,White Space
61187.1,01:36:44:860,-,-,0.0,0.0,White Space
61203.3,01:36:44:876,-,-,0.0,0.0,White Space
61220.2,01:36:44:893,-,-,0.0,0.0,White Space
61236.4,01:36:44:909,-,-,0.0,0.0,White Space
61253.7,01:36:44:927,-,-,0.0,0.0,White Space
61270,01:36:44:943,-,-,0.0,0.0,White Space
61286.4,01:36:44:959,-,-,0.0,0.0,White Space
61303,01:36:44:976,-,-,0.0,0.0,White Space
61319.4,01:36:44:992,-,-,0.0,0.0,White Space
61336.3,01:36:45:009,-,-,0.0,0.0,White Space
61353,01:36:45:026,-,-,0.0,0.0,White Space
61369.2,01:36:45:042,-,-,0.0,0.0,White Space
61386.3,01:36:45:059,-,-,0.0,0.0,White Space
61402.9,01:36:45:076,-,-,0.0,0.0,White Space
61419,01:36:45:092,-,-,0.0,0.0,White Space
61435.9,01:36:45:109,-,-,0.0,0.0,White Space
61452.2,01:36:45:125,-,-,0.0,0.0,White Space
61469,01:36:45:142,-,-,0.0,0.0,White Space
61486,01:36:45:159,-,-,0.0,0.0,White Space
61501.8,01:36:45:175,-,-,0.0,0.0,White Space
61518.9,01:36:45:192,-,-,0.0,0.0,-
61535.2,01:36:45:208,-,-,0.0,0.0,-
61552.3,01:36:45:225,-,-,0.0,0.0,-
61568.7,01:36:45:242,-,-,0.0,0.0,-
61584.9,01:36:45:258,-,-,0.0,0.0,-
61602,01:36:45:275,-,-,0.0,0.0,-
61618.2,01:36:45:291,-,-,0.0,0.0,White Space
61635.2,01:36:45:308,-,-,0.0,0.0,White Space
61651.8,01:36:45:325,-,-,0.0,0.0,White Space
61667.9,01:36:45:341,-,-,0.0,0.0,White Space
61684.9,01:36:45:358,-,-,0.0,0.0,White Space
61701,01:36:45:374,-,-,0.0,0.0,White Space
61718.1,01:36:45:391,-,-,0.0,0.0,White Space
61734.7,01:36:45:408,-,-,0.0,0.0,White Space
61750.9,01:36:45:424,-,-,0.0,0.0,White Space
61768.1,01:36:45:441,-,-,0.0,0.0,White Space
61784,01:36:45:457,-,-,0.0,0.0,-
61800.9,01:36:45:474,-,-,0.0,0.0,-
61817.6,01:36:45:491,-,-,0.0,0.0,-
61833.9,01:36:45:507,-,-,0.0,0.0,-
61850.8,01:36:45:524,-,-,0.0,0.0,-
61867,01:36:45:540,-,-,0.0,0.0,-
61884.3,01:36:45:557,-,-,0.0,0.0,-
61900.4,01:36:45:573,-,-,0.0,0.0,-
61916.7,01:36:45:590,-,-,0.0,0.0,-
61934,01:36:45:607,-,-,0.0,0.0,-
61950.2,01:36:45:623,-,-,0.0,0.0,-
61967.3,01:36:45:640,-,-,0.0,0.0,-
61983.3,01:36:45:656,-,-,0.0,0.0,-
61999.9,01:36:45:673,-,-,0.0,0.0,-
62017.1,01:36:45:690,-,-,0.0,0.0,-
62033,01:36:45:706,-,-,0.0,0.0,-
62049.8,01:36:45:723,-,-,0.0,0.0,-
62066.6,01:36:45:740,-,-,0.0,0.0,-
62082.9,01:36:45:756,-,-,0.0,0.0,-
62099.8,01:36:45:773,-,-,0.0,0.0,-
62116,01:36:45:789,-,-,0.0,0.0,-
62133.1,01:36:45:806,-,-,0.0,0.0,-
62149.5,01:36:45:822,-,-,0.0,0.0,-
62165.9,01:36:45:839,-,-,0.0,0.0,-
62182.5,01:36:45:855,-,-,0.0,0.0,-
62199.1,01:36:45:872,-,-,0.0,0.0,-
62215.7,01:36:45:889,-,-,0.0,0.0,-
62232.2,01:36:45:905,-,-,0.0,0.0,-
62248.9,01:36:45:922,-,-,0.0,0.0,-
62265.8,01:36:45:939,-,-,0.0,0.0,-
62282.1,01:36:45:955,-,-,0.0,0.0,-
62298.7,01:36:45:972,-,-,0.0,0.0,-
62315.7,01:36:45:989,-,-,0.0,0.0,-
62331.7,01:36:46:005,-,-,0.0,0.0,-
62348.8,01:36:46:022,-,-,0.0,0.0,-
62364.9,01:36:46:038,-,-,0.0,0.0,-
62381.9,01:36:46:055,-,-,0.0,0.0,-
62398.4,01:36:46:071,-,-,0.0,0.0,-
62414.7,01:36:46:088,-,-,0.0,0.0,-
62431.8,01:36:46:105,-,-,0.0,0.0,-
62447.9,01:36:46:121,-,-,0.0,0.0,-
62464.8,01:36:46:138,-,-,0.0,0.0,-
62481.4,01:36:46:154,-,-,0.0,0.0,White Space
62497.7,01:36:46:171,-,-,0.0,0.0,White Space
62514.8,01:36:46:188,-,-,0.0,0.0,White Space
62530.9,01:36:46:204,-,-,0.0,0.0,White Space
62548,01:36:46:221,-,-,0.0,0.0,White Space
62564,01:36:46:237,-,-,0.0,0.0,White Space
62580.7,01:36:46:254,-,-,0.0,0.0,White Space
62597.6,01:36:46:271,-,-,0.0,0.0,White Space
62613.8,01:36:46:287,-,-,0.0,0.0,White Space
62630.8,01:36:46:304,-,-,0.0,0.0,White Space
62647.6,01:36:46:321,-,-,0.0,0.0,White Space
62663.8,01:36:46:337,-,-,0.0,0.0,-
62680.7,01:36:46:354,-,-,0.0,0.0,-
62696.8,01:36:46:370,-,-,0.0,0.0,White Space
62713.9,01:36:46:387,-,-,0.0,0.0,White Space
62730.6,01:36:46:404,-,-,0.0,0.0,White Space
62746.7,01:36:46:420,-,-,0.0,0.0,White Space
62763.6,01:36:46:437,-,-,0.0,0.0,White Space
62779.8,01:36:46:453,-,-,0.0,0.0,White Space
62797,01:36:46:470,-,-,0.0,0.0,White Space
62813.5,01:36:46:486,-,-,0.0,0.0,-
62829.7,01:36:46:503,-,-,0.0,0.0,-
62846.5,01:36:46:520,-,-,0.0,0.0,White Space
62862.8,01:36:46:536,-,-,0.0,0.0,White Space
62880,01:36:46:553,-,-,0.0,0.0,White Space
62896.2,01:36:46:569,-,-,0.0,0.0,White Space
62912.5,01:36:46:586,-,-,0.0,0.0,White Space
62929.8,01:36:46:603,-,-,0.0,0.0,White Space
62945.8,01:36:46:619,-,-,0.0,0.0,White Space
62962.5,01:36:46:636,-,-,0.0,0.0,White Space
62979.3,01:36:46:652,-,-,0.0,0.0,White Space
62995.5,01:36:46:669,-,-,0.0,0.0,White Space
63012.3,01:36:46:685,-,-,0.0,0.0,White Space
63028.7,01:36:46:702,-,-,0.0,0.0,White Space
63045.5,01:36:46:718,-,-,0.0,0.0,White Space
63062.6,01:36:46:736,-,-,0.0,0.0,White Space
63078.6,01:36:46:752,-,-,0.0,0.0,White Space
63095.3,01:36:46:768,-,-,0.0,0.0,White Space
63111.7,01:36:46:785,-,-,0.0,0.0,White Space
63128.4,01:36:46:801,-,-,0.0,0.0,-
63145.2,01:36:46:818,-,-,0.0,0.0,-
63161.6,01:36:46:835,-,-,0.0,0.0,-
63178.7,01:36:46:852,-,-,0.0,0.0,White Space
63194.8,01:36:46:868,-,-,0.0,0.0,White Space
63211.9,01:36:46:885,-,-,0.0,0.0,White Space
63228.1,01:36:46:901,-,-,0.0,0.0,White Space
63244.6,01:36:46:918,-,-,0.0,0.0,White Space
63261.7,01:36:46:935,-,-,0.0,0.0,White Space
63278,01:36:46:951,-,-,0.0,0.0,White Space
63294.3,01:36:46:967,-,-,0.0,0.0,White Space
63311.3,01:36:46:984,-,-,0.0,0.0,White Space
63327.6,01:36:47:001,-,-,0.0,0.0,White Space
63344.5,01:36:47:018,-,-,0.0,0.0,-
63361,01:36:47:034,-,-,0.0,0.0,-
63377.4,01:36:47:050,-,-,0.0,0.0,-
63393.8,01:36:47:067,-,-,0.0,0.0,White Space
63410.6,01:36:47:084,-,-,0.0,0.0,White Space
63427.4,01:36:47:100,-,-,0.0,0.0,White Space
63443.8,01:36:47:117,-,-,0.0,0.0,White Space
63460.3,01:36:47:133,-,-,0.0,0.0,White Space
63477.5,01:36:47:150,-,-,0.0,0.0,White Space
63493.5,01:36:47:167,-,-,0.0,0.0,White Space
63510.6,01:36:47:184,-,-,0.0,0.0,White Space
63526.8,01:36:47:200,-,-,0.0,0.0,White Space
63543.3,01:36:47:216,-,-,0.0,0.0,White Space
63560.2,01:36:47:233,-,-,0.0,0.0,White Space
63576.5,01:36:47:250,-,-,0.0,0.0,White Space
63593,01:36:47:266,-,-,0.0,0.0,White Space
63610.2,01:36:47:283,-,-,0.0,0.0,White Space
63626.3,01:36:47:299,-,-,0.0,0.0,White Space
63642.9,01:36:47:316,-,-,0.0,0.0,White Space
63659.4,01:36:47:332,-,-,0.0,0.0,White Space
63676.4,01:36:47:349,-,-,0.0,0.0,White Space
63692.7,01:36:47:366,-,-,0.0,0.0,White Space
63709.3,01:36:47:382,-,-,0.0,0.0,White Space
63726.2,01:36:47:399,-,-,0.0,0.0,White Space
63742.5,01:36:47:415,-,-,0.0,0.0,White Space
63759.2,01:36:47:432,-,-,0.0,0.0,-
63775.9,01:36:47:449,-,-,0.0,0.0,-
63792.2,01:36:47:465,-,-,0.0,0.0,-
63809.1,01:36:47:482,-,-,0.0,0.0,White Space
63825.4,01:36:47:498,-,-,0.0,0.0,White Space
63842.1,01:36:47:515,-,-,0.0,0.0,White Space
63858.7,01:36:47:532,-,-,0.0,0.0,White Space
63875.2,01:36:47:548,-,-,0.0,0.0,White Space
63891.9,01:36:47:565,-,-,0.0,0.0,White Space
63908.4,01:36:47:581,-,-,0.0,0.0,White Space
63925.4,01:36:47:598,-,-,0.0,0.0,White Space
63941.6,01:36:47:615,-,-,0.0,0.0,White Space
63958.2,01:36:47:631,-,-,0.0,0.0,-
63975,01:36:47:648,-,-,0.0,0.0,-
63991.4,01:36:47:664,-,-,0.0,0.0,-
64008.1,01:36:47:681,-,-,0.0,0.0,-
64024.6,01:36:47:698,-,-,0.0,0.0,White Space
64041.1,01:36:47:714,-,-,0.0,0.0,White Space
64058.1,01:36:47:731,-,-,0.0,0.0,White Space
64074.4,01:36:47:747,-,-,0.0,0.0,White Space
64091.1,01:36:47:764,-,-,0.0,0.0,White Space
64107.9,01:36:47:781,-,-,0.0,0.0,White Space
64124,01:36:47:797,-,-,0.0,0.0,White Space
64141.5,01:36:47:814,-,-,0.0,0.0,White Space
64157.3,01:36:47:830,-,-,0.0,0.0,White Space
64174.4,01:36:47:847,-,-,0.0,0.0,White Space
64190.6,01:36:47:864,-,-,0.0,0.0,White Space
64207.2,01:36:47:880,-,-,0.0,0.0,White Space
64223.7,01:36:47:897,-,-,0.0,0.0,White Space
64240.3,01:36:47:913,-,-,0.0,0.0,White Space
64256.9,01:36:47:930,-,-,0.0,0.0,-
64273.4,01:36:47:946,-,-,0.0,0.0,White Space
64289.9,01:36:47:963,-,-,0.0,0.0,White Space
64306.5,01:36:47:980,-,-,0.0,0.0,White Space
64323.1,01:36:47:996,-,-,0.0,0.0,White Space
64339.8,01:36:48:013,-,-,0.0,0.0,White Space
64356.3,01:36:48:029,-,-,0.0,0.0,White Space
64372.9,01:36:48:046,-,-,0.0,0.0,White Space
64389.5,01:36:48:062,-,-,0.0,0.0,White Space
64406.1,01:36:48:079,-,-,0.0,0.0,White Space
64422.7,01:36:48:096,-,-,0.0,0.0,-
64439.3,01:36:48:112,-,-,0.0,0.0,-
64455.8,01:36:48:129,-,-,0.0,0.0,White Space
64472.5,01:36:48:146,-,-,0.0,0.0,White Space
64489,01:36:48:162,-,-,0.0,0.0,White Space
64505.7,01:36:48:179,-,-,0.0,0.0,White Space
64522.3,01:36:48:195,-,-,0.0,0.0,White Space
64538.9,01:36:48:212,-,-,0.0,0.0,White Space
64555.9,01:36:48:229,-,-,0.0,0.0,White Space
64572.2,01:36:48:245,-,-,0.0,0.0,White Space
64588.9,01:36:48:262,-,-,0.0,0.0,White Space
64605.8,01:36:48:279,-,-,0.0,0.0,White Space
64622,01:36:48:295,-,-,0.0,0.0,-
64638.8,01:36:48:312,-,-,0.0,0.0,-
64655.2,01:36:48:328,-,-,0.0,0.0,-
64672.1,01:36:48:345,-,-,0.0,0.0,-
64688.7,01:36:48:362,-,-,0.0,0.0,-
64705,01:36:48:378,-,-,0.0,0.0,-
64722.1,01:36:48:395,-,-,0.0,0.0,-
64738.2,01:36:48:411,-,-,0.0,0.0,-
64755.3,01:36:48:428,-,-,0.0,0.0,-
64771.7,01:36:48:445,-,-,0.0,0.0,-
64788,01:36:48:461,-,-,0.0,0.0,-
64804.9,01:36:48:478,-,-,0.0,0.0,-
64821.2,01:36:48:494,-,-,0.0,0.0,-
64837.8,01:36:48:511,-,-,0.0,0.0,-
64854.8,01:36:48:528,-,-,0.0,0.0,-
64871.1,01:36:48:544,-,-,0.0,0.0,White Space
64887.9,01:36:48:561,-,-,0.0,0.0,White Space
64904.1,01:36:48:577,-,-,0.0,0.0,White Space
64920.7,01:36:48:594,-,-,0.0,0.0,White Space
64937.6,01:36:48:611,-,-,0.0,0.0,White Space
64953.8,01:36:48:627,-,-,0.0,0.0,White Space
64970.6,01:36:48:644,-,-,0.0,0.0,White Space
64987.1,01:36:48:660,-,-,0.0,0.0,White Space
65003.8,01:36:48:677,-,-,0.0,0.0,White Space
65020.8,01:36:48:694,-,-,0.0,0.0,White Space
65036.9,01:36:48:710,-,-,0.0,0.0,White Space
65053.6,01:36:48:727,-,-,0.0,0.0,White Space
65070.4,01:36:48:743,-,-,0.0,0.0,White Space
65086.7,01:36:48:760,-,-,0.0,0.0,White Space
65103.8,01:36:48:777,-,-,0.0,0.0,White Space
65119.9,01:36:48:793,-,-,0.0,0.0,White Space
65136.7,01:36:48:810,-,-,0.0,0.0,White Space
65153.5,01:36:48:826,-,-,0.0,0.0,White Space
65169.7,01:36:48:843,-,-,0.0,0.0,White Space
65186.6,01:36:48:860,-,-,0.0,0.0,White Space
65202.7,01:36:48:876,-,-,0.0,0.0,White Space
65219.5,01:36:48:892,-,-,0.0,0.0,-
65236,01:36:48:909,-,-,0.0,0.0,-
65252.5,01:36:48:926,-,-,0.0,0.0,-
65269.5,01:36:48:942,-,-,0.0,0.0,-
65285.7,01:36:48:959,-,-,0.0,0.0,White Space
65302.5,01:36:48:975,-,-,0.0,0.0,White Space
65319.6,01:36:48:993,-,-,0.0,0.0,White Space
65335.5,01:36:49:009,-,-,0.0,0.0,White Space
65352.7,01:36:49:026,-,-,0.0,0.0,White Space
65368.8,01:36:49:042,-,-,0.0,0.0,White Space
65385.5,01:36:49:059,-,-,0.0,0.0,White Space
65402.6,01:36:49:076,-,-,0.0,0.0,White Space
65418.4,01:36:49:091,-,-,0.0,0.0,White Space
65435.7,01:36:49:109,-,-,0.0,0.0,White Space
65451.6,01:36:49:125,-,-,0.0,0.0,-
65468.5,01:36:49:141,-,-,0.0,0.0,-
65484.9,01:36:49:158,-,-,0.0,0.0,-
65501.6,01:36:49:175,-,-,0.0,0.0,-
65518.7,01:36:49:192,-,-,0.0,0.0,-
65534.7,01:36:49:208,-,-,0.0,0.0,-
65551.2,01:36:49:224,-,-,0.0,0.0,-
65568.5,01:36:49:241,-,-,0.0,0.0,-
65584.4,01:36:49:257,-,-,0.0,0.0,-
65601.2,01:36:49:274,-,-,0.0,0.0,-
65617.9,01:36:49:291,-,-,0.0,0.0,-
65634.5,01:36:49:308,-,-,0.0,0.0,White Space
65651.4,01:36:49:324,-,-,0.0,0.0,White Space
65667.6,01:36:49:341,-,-,0.0,0.0,White Space
65684.2,01:36:49:357,-,-,0.0,0.0,White Space
65700.7,01:36:49:374,-,-,0.0,0.0,White Space
65717.6,01:36:49:391,-,-,0.0,0.0,White Space
65734.2,01:36:49:407,-,-,0.0,0.0,White Space
65750.5,01:36:49:424,-,-,0.0,0.0,White Space
65767.6,01:36:49:441,-,-,0.0,0.0,White Space
65783.7,01:36:49:457,-,-,0.0,0.0,White Space
65800.8,01:36:49:474,-,-,0.0,0.0,White Space
65817.3,01:36:49:490,-,-,0.0,0.0,White Space
65833.5,01:36:49:506,-,-,0.0,0.0,-
65850.6,01:36:49:524,-,-,0.0,0.0,-
65866.7,01:36:49:540,-,-,0.0,0.0,-
65883.5,01:36:49:556,-,-,0.0,0.0,-
65900.3,01:36:49:573,-,-,0.0,0.0,-
65916.4,01:36:49:589,-,-,0.0,0.0,-
65933.6,01:36:49:607,-,-,0.0,0.0,-
65949.5,01:36:49:623,-,-,0.0,0.0,-
65966.4,01:36:49:639,-,-,0.0,0.0,-
65983.2,01:36:49:656,-,-,0.0,0.0,-
65999.4,01:36:49:672,-,-,0.0,0.0,-
66016.3,01:36:49:689,-,-,0.0,0.0,-
66032.7,01:36:49:706,-,-,0.0,0.0,White Space
66049.6,01:36:49:723,-,-,0.0,0.0,White Space
66065.7,01:36:49:739,-,-,0.0,0.0,White Space
66082.3,01:36:49:755,-,-,0.0,0.0,White Space
66099.1,01:36:49:772,-,-,0.0,0.0,White Space
66115.6,01:36:49:789,-,-,0.0,0.0,White Space
66132.6,01:36:49:806,-,-,0.0,0.0,White Space
66148.9,01:36:49:822,-,-,0.0,0.0,-
66165.5,01:36:49:838,-,-,0.0,0.0,-
66182.4,01:36:49:855,-,-,0.0,0.0,White Space
66198.6,01:36:49:872,-,-,0.0,0.0,White Space
66215.7,01:36:49:889,-,-,0.0,0.0,White Space
66231.8,01:36:49:905,-,-,0.0,0.0,White Space
66248.3,01:36:49:921,-,-,0.0,0.0,White Space
66265.6,01:36:49:939,-,-,0.0,0.0,White Space
66281.6,01:36:49:955,-,-,0.0,0.0,-
66298.2,01:36:49:971,-,-,0.0,0.0,-
66314.9,01:36:49:988,-,-,0.0,0.0,-
66331.4,01:36:50:004,-,-,0.0,0.0,White Space
66348.3,01:36:50:021,-,-,0.0,0.0,White Space
66364.6,01:36:50:038,-,-,0.0,0.0,White Space
66381.6,01:36:50:055,-,-,0.0,0.0,White Space
66398.1,01:36:50:071,-,-,0.0,0.0,White Space
66414.3,01:36:50:087,-,-,0.0,0.0,-
66430.9,01:36:50:104,-,-,0.0,0.0,-
66447.5,01:36:50:121,-,-,0.0,0.0,-
66463.9,01:36:50:137,-,-,0.0,0.0,-
66480.7,01:36:50:154,-,-,0.0,0.0,-
66497.3,01:36:50:170,-,-,0.0,0.0,-
66513.9,01:36:50:187,-,-,0.0,0.0,-
66530.5,01:36:50:204,-,-,0.0,0.0,-
66547.5,01:36:50:221,-,-,0.0,0.0,-
66563.7,01:36:50:237,-,-,0.0,0.0,-
66580.3,01:36:50:253,-,-,0.0,0.0,-
66596.8,01:36:50:270,-,-,0.0,0.0,-
66613.7,01:36:50:287,-,-,0.0,0.0,-
66630.1,01:36:50:303,-,-,0.0,0.0,-
66646.8,01:36:50:320,-,-,0.0,0.0,-
66663.2,01:36:50:336,-,-,0.0,0.0,-
66679.9,01:36:50:353,-,-,0.0,0.0,White Space
66696.4,01:36:50:369,-,-,0.0,0.0,White Space
66713.3,01:36:50:386,-,-,0.0,0.0,White Space
66729.9,01:36:50:403,-,-,0.0,0.0,White Space
66746.2,01:36:50:419,-,-,0.0,0.0,White Space
66762.7,01:36:50:436,-,-,0.0,0.0,White Space
66779.4,01:36:50:452,-,-,0.0,0.0,White Space
66796.3,01:36:50:469,-,-,0.0,0.0,White Space
66813,01:36:50:486,-,-,0.0,0.0,-
66829.2,01:36:50:502,-,-,0.0,0.0,White Space
66846.3,01:36:50:519,-,-,0.0,0.0,White Space
66862.6,01:36:50:536,-,-,0.0,0.0,White Space
66879.3,01:36:50:552,-,-,0.0,0.0,White Space
66896,01:36:50:569,-,-,0.0,0.0,White Space
66912.2,01:36:50:585,-,-,0.0,0.0,White Space
66929,01:36:50:602,-,-,0.0,0.0,White Space
66945.4,01:36:50:618,-,-,0.0,0.0,White Space
66962.4,01:36:50:635,-,-,0.0,0.0,White Space
66978.6,01:36:50:652,-,-,0.0,0.0,-
66995.2,01:36:50:668,-,-,0.0,0.0,-
67012.1,01:36:50:685,-,-,0.0,0.0,White Space
67028.2,01:36:50:701,-,-,0.0,0.0,White Space
67045.4,01:36:50:718,-,-,0.0,0.0,White Space
67061.6,01:36:50:735,-,-,0.0,0.0,White Space
67078.1,01:36:50:751,-,-,0.0,0.0,White Space
67094.7,01:36:50:768,-,-,0.0,0.0,White Space
67111.3,01:36:50:784,-,-,0.0,0.0,White Space
67128,01:36:50:801,-,-,0.0,0.0,White Space
67144.5,01:36:50:817,-,-,0.0,0.0,White Space
67161.1,01:36:50:834,-,-,0.0,0.0,-
67178.1,01:36:50:851,-,-,0.0,0.0,-
67194.9,01:36:50:868,-,-,0.0,0.0,-
67210.8,01:36:50:884,-,-,0.0,0.0,White Space
67227.8,01:36:50:901,-,-,0.0,0.0,White Space
67244,01:36:50:917,-,-,0.0,0.0,White Space
67260.6,01:36:50:934,-,-,0.0,0.0,White Space
67277.4,01:36:50:950,-,-,0.0,0.0,White Space
67293.9,01:36:50:967,-,-,0.0,0.0,White Space
67310.7,01:36:50:984,-,-,0.0,0.0,-
67327.1,01:36:51:000,-,-,0.0,0.0,-
67343.9,01:36:51:017,-,-,0.0,0.0,-
67360.6,01:36:51:034,-,-,0.0,0.0,-
67376.8,01:36:51:050,-,-,0.0,0.0,-
67393.9,01:36:51:067,-,-,0.0,0.0,White Space
67410.1,01:36:51:083,-,-,0.0,0.0,White Space
67427.1,01:36:51:100,-,-,0.0,0.0,White Space
67443.4,01:36:51:116,-,-,0.0,0.0,White Space
67459.8,01:36:51:133,-,-,0.0,0.0,White Space
67476.9,01:36:51:150,-,-,0.0,0.0,White Space
67493.1,01:36:51:166,-,-,0.0,0.0,White Space
67509.7,01:36:51:183,-,-,0.0,0.0,White Space
67526.4,01:36:51:199,-,-,0.0,0.0,White Space
67542.8,01:36:51:216,-,-,0.0,0.0,White Space
67560,01:36:51:233,-,-,0.0,0.0,-
67575.9,01:36:51:249,-,-,0.0,0.0,-
67592.7,01:36:51:266,-,-,0.0,0.0,White Space
67609.4,01:36:51:282,-,-,0.0,0.0,White Space
67625.7,01:36:51:299,-,-,0.0,0.0,White Space
67642.6,01:36:51:316,-,-,0.0,0.0,White Space
67659,01:36:51:332,-,-,0.0,0.0,White Space
67675.7,01:36:51:349,-,-,0.0,0.0,White Space
67692.7,01:36:51:366,-,-,0.0,0.0,White Space
67708.7,01:36:51:382,-,-,0.0,0.0,White Space
67725.7,01:36:51:399,-,-,0.0,0.0,White Space
67741.9,01:36:51:415,-,-,0.0,0.0,-
67759,01:36:51:432,-,-,0.0,0.0,-
67775.5,01:36:51:448,-,-,0.0,0.0,-
